fragment,counter
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,2
CN1CC[C@]23C4:C5:C:C:C(O):C:4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,2
[*]C(=O)[C@@H]1CCCCN1[*],6
[*]CCCC,55
[*]C(=O)C1CCCCN1[*],2
[*]CCC1:N:N:C2:N:1CCCC2,1
[*]CCC(CO)CO,1
[*]N1:C:N:C2:C(=O):N:C(N):[NH]:C:2:1,9
[*]OCOP(=O)(CO[*])OCO[*],4
[*]C(=O)OCOP(=O)(CO[*])OCO[*],2
[*]C(=O)OCOP(=O)(CO[*])OCOC([*])=O,2
[*][C@H](C)C[*],15
[*]N[C@@H]1C(=O)N2[C@@H]([*])C(C)(C)S[C@H]12,36
[*]C1:C(F):C:C:C:C:1Cl,4
[*]C(=O)C1:C([*]):N:O:C:1C,8
[*][C@H]1CC[C@H](CN)CC1,1
[*]NC1:C:C:C:C([*]):C:1,45
[*]C(=O)[C@@H]1C[C@H]([*])CN1,6
[*]SC1=C(C(=O)O)N2C(=O)[C@H]([*])[C@H]2[C@H]1C,6
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC,1
[*]OC[C@@H]1C2=C(C(=O)C(C)=C(N)C2=O)N2C[C@@H]3N[C@@H]3[C@]12OC,1
[*]C1:C:C:C(C(=C)C2:C:C3:C(:C:C:2C)C(C)(C)CCC3(C)C):C:C:1,2
[*]CCCCCCC,6
[*]CCCC([*])O,4
[*]C(N)=O,144
[*][C@@]1(O)[C@H](O)[C@]2(CC)C=CCN3CC[C@@]4(C5:C:C([C@@]6(C(=O)OC)C[C@@H]7CN(CCC8:C6:[NH]:C6:C:C:C:C:C:8:6)C[C@](O)(CC)C7):C(OC):C:C:5N(C)[C@@H]14)[C@@H]32,2
NS(=O)(=O)C1:C:C(C2(O)NC(=O)C3:C:C:C:C:C:32):C:C:C:1Cl,1
[*]C(C)CCC,6
CCCC(CCC)C(=O)O,2
[*]C(=O)C[C@@H](N)CCCN,2
[*]N/C=C1/NC(=O)[C@H](CN[*])NC(=O)[C@H](CO)NC(=O)[C@@H](N)CNC(=O)[C@H]([C@H]2CCN=C(N)N2)NC1=O,1
[*][C@H]1COC(=O)N1,2
[*]CCC1:C:[NH]:C2:C:C:C(C[*]):C:C:1:2,3
[*]C[C@H]1COC(=O)N1,2
[*]CCC1:C:[NH]:C2:C:C:C([*]):C:C:1:2,7
[*]NC1:C:C:C(O):C:C:1,6
[*]N1CCOCC1,137
[*]OCCC[*],63
[*]NC1:C:C:C(F):C(Cl):C:1,9
[*]OC1:C:C2:C([*]):N:C:N:C:2:C:C:1OC,6
[*]C1:C:C:C(F):C(Cl):C:1,10
[*]OC1:C:C2:C(N[*]):N:C:N:C:2:C:C:1OC,6
[*]C1:N:C:N:C2:C:C(OC):C([*]):C:C:1:2,6
[*]NC1:N:C:N:C2:C:C(OC):C([*]):C:C:1:2,6
COC1:C:C:C2:C3:C:1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,1
[*]C(=O)N1CCN(CC)C(=O)C1=O,4
[*]N1CCN(CC)C(=O)C1=O,4
[*]C(=O)[C@@H]([*])N[*],14
[*]C(=O)[C@H]([*])[*],11
[*]C(=O)[C@@H]1C[C@@H]2C3:C:C:C:C4:[NH]:C:C(:C:3:4)C[C@H]2N(C)C1,5
[*]N[C@]1(C)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H]([*])N2C1=O,3
[*]N[C@]1(C)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](C[*])N2C1=O,3
[*]CCC[*],25
[*]C1C2:C:C:C:C:C:2CCC2:C:C:C:C:C:21,4
[*]N1:C:C(F):C(=O):[NH]:C:1=O,8
[*]C(=O)C1:C:C:C(C):C:C:1,2
[*]C1:C:C(O):C(O):C([N+](=O)[O-]):C:1,5
[*]C1:C:C:C(C):C:C:1,27
[*]C(=O)C1:C:C(O):C(O):C([N+](=O)[O-]):C:1,1
[*][C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,2
N#C[Fe-2](C#N)(C#N)(C#N)(C#N)N=O,2
O=C([O-])C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1
CN1CC[C@]23C4:C5:C:C:C(O):C:4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,1
[*]CC(=O)O,124
[*]C(=O)N1:C(C):C([*]):C2:C:C(OC):C:C:C:2:1,9
[*][C@@H](CC)CO,1
[*]N[C@@H](CC)CO,3
[*]CCN[*],113
[*]NCCN[*],13
CN(C)C(=N)NC(=N)N,1
[*]O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]2([*])C,2
[*]C(=O)C([*])CO,6
[*]C(C)CC([*])([*])C(=O)CC,2
CC1:C:C2:C(:S:1)NC1:C:C:C:C:C:1N=C2N1CCN(C)CC1,2
NC(=O)N/N=C/C1:C:C:C([N+](=O)[O-]):O:1,2
[*]C[C@@H]1CC[C@H](Cl)[C@H](OC)C1,2
[*]C(C)[C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@H]([C@@H](OC)C[C@@H](C)C/C(C)=C/[C@@H](CC)C(=O)C[C@H](O)[C@H]1C)[C@@H](OC)C[C@H]2C,2
[*]C1:N:C:C(C):C(OC):C:1C,6
[*]CS(=O)C1:N:C2:C:C:C(OC):C:C:2:[NH]:1,2
[*]C1:C:N:C:C:N:1,8
[*]C1CCCN(C)C1,1
[*]CC1C2:C:C:C:C:C:2SC2:C:C:C:C:C:21,1
[*]OCC(=O)O,46
[*]CCN1CCN([*])CC1,8
[*]C([*])C1:C:C:C(Cl):C:C:1,8
[*]C(C)(C)C,98
[*]N1CCC([*])CC1,124
[*]C([*])(O)C1:C:C:C:C:C:1,6
[*]N1CCC(C([*])([*])O)CC1,3
[*]O[C@H]1C(=O)N(CC[*])C2:C:C:C:C:C:2S[C@H]1[*],2
CNCCCC1C2:C:C:C:C:C:2C=CC2:C:C:C:C:C:21,1
[*]C(=O)C1:C:C:C(N):C:C:1,10
[*]C(=O)C1CCCO1,3
[*]CCCN[*],20
[*]N(C)C1:N:C(N):C2:C:C(OC):C(OC):C:C:2:N:1,2
CN1C(=O)OC(C)(C)C1=O,1
[*]C1C(=O)CCCC1=O,2
[*]C(=O)C1C(=O)CCCC1=O,2
[*]C(=O)C1:C:C:C([*]):C:C:1[N+](=O)[O-],2
[*]C1:C:C:C([*]):C([N+](=O)[O-]):C:1,3
CN1C(=O)CC(=O)N(C2:C:C:C:C:C:2)C2:C:C(Cl):C:C:C:21,1
[*]N1CCCCC1,85
[*]C1:C:C(N):[N+]([O-]):C(N):N:1,2
[*]O[C@]1([*])CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,2
NC1:N:C(=S):C2:[NH]:C:N:C:2:[NH]:1,1
[*]C(=O)[C@@H]1C=C2C3:C:C:C:C4:[NH]:C:C(:C:3:4)C[C@H]2N(C)C1,4
[*]N[C@@H]1C(=O)N(S(=O)(=O)[O-])[C@H]1C,1
[*]C(C)(C)C(=O)O,21
[*]C(=O)/C(=N\O[*])C1:C:S:C([NH3+]):N:1,1
O=C1:[NH]:C2:C:C(Cl):C:C:C:2:O:1,1
[*]C1:C:C:C(N):C:C:1,11
[*]C1(CC)CCC(=O)NC1=O,3
[*]C1CCCCN1,7
[*]C(O)C1CCCCN1,2
[*]C(O)C1:C:C([*]):N:C2:C([*]):C:C:C:C:1:2,2
[*]C1:C:C([*]):C2:C:C:C:C([*]):C:2:N:1,2
[*]NC1:N:C:C:C:N:1,6
[*]C1:N:C:C:C:N:1,25
[*][C@@H](O)[C@H](C)O,4
[*][C@H]1CNC2:N:C(N):[NH]:C(=O):C:2N1,2
[*]O[C@H]1[C@@]([*])(O)[C@@H]2N(C)C3:C:C(OC):C([C@@]4(C(=O)OC)C[C@@H]5C=C(CC)CN(CC6:C4:[NH]:C4:C:C:C:C:C:6:4)C5):C:C:3[C@@]23CCN2CC=C[C@]1(CC)[C@H]23,2
[*]CCCCC,18
[*]OCCCCC,8
[*][C@H](O)[C@H]([*])O,5
[*]N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([*])NC1=O,4
[*]C(=O)C1:C:C:C([*]):C:C:1,76
CN1CCN(C2=NC3:C:C(Cl):C:C:C:3NC3:C:C:C:C:C:32)CC1,1
[*]OS(=O)(=O)O[Al](O)O,1
[*]O[C@@H]1O[C@H](C[*])[C@@H]([*])[C@H]([*])[C@H]1[*],1
[*]C[C@H]1O[C@@H]([*])[C@H]([*])[C@@H]([*])[C@@H]1[*],1
[*]C[C@@]1([*])O[C@H]([*])[C@@H]([*])[C@@H]1[*],1
[*]C[C@@]1([*])O[C@H]([*])[C@@H]([*])[C@@H]1[*],1
[*]O[C@]1(C[*])O[C@H]([*])[C@@H]([*])[C@@H]1[*],1
[*]N1CCNC(C)C1,6
[*]N1:C:C([*]):C(=O):C2:C(C):C(F):C([*]):C:C:2:1,2
[*]CCN(C)C,37
[*]C([*])(C)C1:C:C:C:C:C:1,1
[*]C([*])(C)C1:C:C:C:C:N:1,1
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,2
[*][C@@H](O)CN,2
[*]OCP(=O)(O)O,6
[*][C@@H](C[*])CO,2
[*]N1:C:C:C(N):N:C:1=O,37
CN1CCN2C3:N:C:C:C:C:3CC3:C:C:C:C:C:3C2C1,1
[*]OCC(C)(CCC)CO[*],2
[*]SCC,5
[*]N1C2:C:C:C:C:C:2SC2:C:C:C([*]):C:C:21,13
[*]C[C@@H](O)CN[*],13
[*]OC[C@@H](O)C[*],23
[*]OC[C@@H](O)CN[*],13
[*]OC1:N:S:N:C:1[*],1
[*]C1:N:S:N:C:1[*],1
[*]CC[C@@H](O)CCCCC,2
[*]OC1:C:C:C:C2:C:1C[C@H]1C[C@@H](O)[C@H]([*])[C@H]1C2,2
[*][C@H]1[C@H](O)C[C@@H]2CC3:C([*]):C:C:C:C:3C[C@@H]21,2
[*]CCC([*])([*])O,8
[*][C@@H]1CN2CCC1CC2,3
[*]N1C[C@H]2CCCC3:C:C:C:C(:C:32)C1=O,2
[*][C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C,2
[*]CC(C)N,2
[*]OC1:C(C):C:C:C:C:1C,7
[*]OCC(C)N,2
[*]C1:C(C):C:C:C:C:1C,9
[*]N1CC(=O)NC(=O)C1,1
[*]C[C@@H]([*])C,4
[*]OCCN,9
[*]C(=O)C1=C(C[*])NC(C)=C(C(=O)OC)C1[*],1
[*]C(=O)C1=C(CO[*])NC(C)=C(C(=O)OC)C1[*],1
NC1:C2:C(:N:C3:C:C:C:C:C:1:3)CCCC2,2
[*]OCC1=NCCCN1C,1
[*]C1:N:C2:C(N):N:C(N):N:C:2:N:C:1N,1
[*]C(=O)C(F)(F)F,3
[*]N[C@H]1C[C@H]([*])O[C@@H](C)[C@H]1O,1
[*]O[C@H]1C[C@@]([*])(O)CC2:C(O):C3:C(:C(O):C:21)C(=O)C1:C(OC):C:C:C:C:1C3=O,7
[*]N1CCCC1,55
[*][C@@H](O)CNC,2
[*]C1:C:C:C:C(O):C:1,30
[*]C(=O)N1:C:C:N(C):C:1=S,2
[*]O[C@H]1CC[C@]2(C)[C@H]3C[C@@H](O)[C@]4(C)[C@@H](C5=CC(=O)OC5)CC[C@]4(O)[C@@H]3CC[C@@H]2C1,5
[*][C@H]1C[C@H](O)[C@H](O)[C@@H](C)O1,3
[*][C@H]1CC[C@]2(C)[C@H]3C[C@@H](O)[C@]4(C)[C@@H](C5=CC(=O)OC5)CC[C@]4(O)[C@@H]3CC[C@@H]2C1,5
[*]O[C@H]1C[C@H](O)[C@H](O)[C@@H](C)O1,3
[*]O[C@H]1[C@@H](O)C[C@H]([*])O[C@@H]1C,8
[*][C@H]1C[C@H](O)[C@H]([*])[C@@H](C)O1,8
[*]O[C@H]1[C@@H](O)C[C@H](O[*])O[C@@H]1C,8
[*]O[C@H]1C[C@H](O)[C@H]([*])[C@@H](C)O1,8
[*]NCC1CCCN1CC,4
[*]C(=O)C1:C:C(S(N)(=O)=O):C:C:C:1OC,2
[*]N1C2:C:C:C:C:C:2SC2:C:C:C:C:C:21,15
[*]CC([*])C,13
[*]OCCOC,35
[*]C1:C:C:C:C([N+](=O)[O-]):C:1,31
[*]C(=O)C1=C(C)NC(C)=C(C([*])=O)C1[*],7
[*]O[C@]1([*])[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,3
[*]OCC(C)(C[*])CCC,1
[*][C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,3
[*][C@@H](O)[C@H](C)N,4
[*]C(=O)NC,41
[*]OC1:C:C:N:C([*]):C:1,7
[*]C1:C:C([*]):C:C:N:1,20
[*]NC1:C:C:C(Cl):C([*]):C:1,7
[*]C1:C:C:C(Cl):C([*]):C:1,19
[*]CC(O)(P(=O)(O)O)P(=O)(O)O,7
COC1=CC(=O)C[C@@H](C)[C@]12OC1:C(Cl):C(OC):C:C(OC):C:1C2=O,2
[*]OCC(C)C,12
[*]C1:C:C:C:C:C:1[N+](=O)[O-],6
[*]C(=O)N1CCN(C)CC1,6
[*]C1:C:C:C(Cl):C:N:1,8
[*]O[C@H]1C2:N:C:C:N:C:2C(=O)N1[*],2
[*]C(=O)O[C@H]1C2:N:C:C:N:C:2C(=O)N1[*],2
[*]C(=O)CN[*],62
[*]C(=O)[C@H](CCC(N)=O)N[*],23
[*]OS(=O)(=O)O,46
CC1:N:N:C2:N:1C1:C:C:C(Cl):C:C:1C(C1:C:C:C:C:C:1)=NC2,2
[*]C1:C:C:C(Br):C:C:1,28
[*]CCC([*])[*],17
[*]C1C=CC(=[N+](C)C)C=C1,2
[*]C([*])C1:C:C:C([*]):C:C:1,17
CN1CCN(C2=NC3:C:C:C:C:C:3OC3:C:C:C(Cl):C:C:32)CC1,1
[*]NC[C@@H]1CCCN1CC,1
[*]C(=O)C1:C(OC):C:C:C(Br):C:1OC,1
[*]OCCCCCCCCC(=O)O,2
[*]C(=O)C[*],62
[*]C(C)C[*],2
[*][C@@H](C)[C@H](C)O,2
[*]C[C@H]1CO[C@@H]([*])[C@H](O)[C@@H]1O,2
[*][C@@H]1OC[C@H]([*])[C@@H](O)[C@H]1O,2
[*][C@@H]1O[C@H]1[*],2
[*]C[C@@H]1O[C@H]1[*],2
[*]N(C)C1:C:C:C:C:N:1,2
[*]C1SC(=O)NC1=O,16
[*]OC1:C:C:C(C[*]):C:C:1,24
[*]CC1SC(=O)NC1=O,16
[*]N[C@H]1CCC2:N:C(N):S:C:2C1,2
[*]NC1CCCCC1,32
[*]NS(=O)(=O)C1:C:C:C([*]):C:C:1,25
[*]C(=O)[C@@H]([*])N,20
COC1:C:C:C2:C:C:1OC1:C:C3:C(:C:C:1OC)CC[N+](C)(C)[C@H]3CC1:C:C:C(:C:C:1)OC1:C(OC):C(OC):C:C3:C:1[C@@H](C2)[N+](C)(C)CC3,2
[*]OC1:C:C:C:C:C:1,62
[*]C(=O)CO[*],32
[*]N1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,3
[*]SC(C)=O,4
[*][C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@@H]21,1
[*]C([*])C(=O)OC,4
[*]OCC(O)CO[*],2
[*]C(=O)[C@@H]([*])CO,11
[*]C1:N:C2:C:C:C(C):C:N:2:C:1[*],1
[*]OCC(CC[*])CO[*],2
[*]N1:C:N:C2:C:N:C(N):N:C:2:1,2
[*]C/C=C(\C1:C:C:C(C):C:C:1)C1:C:C:C:C:N:1,1
[*]C(=O)N(C)N=O,2
[*]N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,2
[*]CCCCC(=O)[O-],1
[*]C[C@@](C)(O)CCCCC,1
[*]CC[C@H]1[C@@H](O)C[C@H](O)[C@@H]1C[*],1
[*]C(=O)C1:C:N:C(C):C:C:1O,1
Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,1
[*]N1:C:C([*]):C(=O):[NH]:C:1=O,3
[*]N1C2:C:C:C:C:C:2SC2:C:C:C(Cl):C:C:21,7
[*]C1CCN(C)CC1,6
[*]C1C2:C:C:C:C:C:2C=CC2:C:C:C:C:C:21,2
N=O,1
[*]C1NC2:C:C([*]):C(S(N)(=O)=O):C:C:2S(=O)(=O)N1,1
[*]CC1NC2:C:C([*]):C(S(N)(=O)=O):C:C:2S(=O)(=O)N1,1
O=C1:N:C:N:C2:[NH]:[NH]:C:C:12,1
[*]N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3:C:C:C:C:C:3)CS[C@H]12,1
[*]C(=O)/C(=N\O[*])C1:C:S:C(N):N:1,6
[*]C[C@@H](O)C[C@@H](O)CC(=O)O,3
[*]COC,25
[*]C1:C:C:C(F):C:C:1,145
[*]CC1:C([*]):N:C([*]):C([*]):C:1[*],1
[*]CC1:C:N:C(N):N:C:1N,4
[*]C1:C:C(OC):C(OC):C(OC):C:1,26
[*]C1:C:N:C(N):N:C:1N,5
[*]CC1:C:C(OC):C(OC):C(OC):C:1,3
[*][C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,2
[*][C@H]1C[C@H](O)[C@@H](CO)C1=C,2
[*][C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,5
[*]O[C@@H]1C2:C:C3:C(:C:C:2[C@@H](C2:C:C(OC):C(O):C(OC):C:2)[C@H]2C(=O)OC[C@H]12)OCO3,2
[*]C1:C:C:C:S:1,62
[*][C@@H]1O[C@@H]2CO[C@@H]([*])O[C@H]2[C@H](O)[C@H]1O,1
[*][C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,1
[*]C(=O)C(Cl)Cl,14
[*]N[C@H](CO)[C@@H]([*])O,5
[*]C1:C:C:C([N+](=O)[O-]):C:C:1,40
[*]N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12,2
[*]CC(F)(F)F,17
[*]OCC(F)(F)F,9
[*]OC1:C:C:N:C([*]):C:1C,7
[*]CS(=O)C1:N:C2:C:C:C:C:C:2:[NH]:1,4
[*]C1:N:C:C:C([*]):C:1C,7
[*]C(=O)C(C)(C)C,16
[*]C(O)CNC,3
[*]OC1:C:C:C([*]):C:C:1O[*],3
[*]N1CC=C(N2:C(=O):[NH]:C3:C:C:C:C:C:3:2)CC1,1
[*]CCCC([*])=O,16
[*]OC1:C:C(I):C(O):C(I):C:1,5
[*]C1:C:C(I):C(O):C(I):C:1,9
[*][C@H]1O[C@H](CN)[C@@H](O)[C@H](O)[C@H]1N,5
[*][C@H]1O[C@@H](CN)[C@@H](O)[C@H](O)[C@H]1N,5
[*]O[C@H]1O[C@H](CN)[C@@H](O)[C@H](O)[C@H]1N,5
[*]O[C@H]1O[C@@H](CN)[C@@H](O)[C@H](O)[C@H]1N,5
[*]O[C@H]1[C@@H](O)[C@H]([*])O[C@@H]1CO,4
[*][C@@H]1O[C@H](CO)[C@@H]([*])[C@H]1O,8
[*]O[C@@H]1[C@@H](N)C[C@@H](N)[C@H](O)[C@H]1O[*],9
[*]O[C@@H]1[C@@H](O)[C@H](N)C[C@H](N)[C@H]1[*],9
[*]O[C@@H]1[C@@H](N)C[C@@H](N)[C@H](O)[C@H]1[*],9
[*]O[C@@H]1[C@@H](CO)O[C@@H](O[*])[C@@H]1O,4
[*]O[C@@H]1O[C@H](CO)[C@@H]([*])[C@H]1O,4
[*][C@@H]1[C@@H](N)C[C@@H](N)[C@H](O)[C@H]1[*],9
[*]C(=O)C1([*])CCN(C)CC1,1
[*]C(=O)OCC,29
[*]C(=O)N1CCC([*])CC1,3
[*]C1C2:C:C:C(Cl):C:C:2CCC2:C:C:C:N:C:21,5
[*]N1CCC([*])CC1,6
[*]OCC1=C(C(=O)O)N2C(=O)[C@@H](N[*])[C@H]2SC1,8
[*]C(=O)C1:C:C:C:O:1,10
[*]C1:N:C(N):C2:C:C(OC):C(OC):C:C:2:N:1,3
[*]N1C2:C:C:C:C:C:2CCC2:C:C:C:C:C:21,7
[*]CC1:C(C):C:C(OC):C(C):C:1C,2
[*]CC(=O)O,41
[*][C@@H]1C(C(=O)OC)=CC=C2C3:C:C4:[NH]:C(:C:C5:N:C(:C:C6:[NH]:C(:C:C(:N:3)[C@@]21C):C(C):C:6[*])C(CCC(=O)O)=C5C):C(C=C):C:4C,2
[*]CCC(C)=O,3
[*]C1:C:C:C2:C:C(OC):C:C:C:2:C:1,8
[*]OC1C[C@H]2C3OC3[C@H](C1)[N+]2(C)C,1
[*]OS(=O)(=O)[O-],5
[*]C(CCC(CC)CCCC)CC(C)C,3
[*]C(=O)C1:C:C:C:C:C:1,21
[*]C1:C:C:C2:N:1CCC2C(=O)O,1
[*]C(=O)C1:C:C:C2:N:1CCC2C(=O)O,1
[*]N1CCNCC1,30
[*]C1:N:C2:C(:C:C:1F):C(=O):C([*]):C:N:2CC,2
[*][C@@H]1C[C@@H]2CCN1C[C@@H]2C=C,1
[*][C@H](O)C1:C:C:N:C2:C:C:C(OC):C:C:1:2,2
[*][C@@H](O)[C@@H]1C[C@@H]2CCN1C[C@@H]2C=C,1
[*]C1:C:C:N:C2:C:C:C(OC):C:C:1:2,6
[*]NC1:C:C:C:C:N:1,14
[*]C(=O)C1=C(O)C2:S:C:C:C:2S(=O)(=O)N1C,1
[*]CCCCC,14
[*]C1:C:C(O):C2:C(:C:1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,3
[*]CC1:C:C:C2:C:C:C(Cl):C:C:2:N:1,1
[*]CC1([*])CC1,3
[*]SCC1([*])CC1,1
[*]CC1:C:C:C:C([*]):C:1,5
[*]CC[C@H]([*])S[*],1
[*][C@@H]([*])CC[*],1
[*]C([*])CCNC,2
[*]OC([*])CCNC,2
[*]C(=O)C1:C:C:C:C:C:1,51
[*]OC(C)C[*],6
[*]C(C)C#CCC,1
[*]C1([*])C(=O)NC(=O)N(C)C1=O,2
CNC1=NC2:C:C:C(Cl):C:C:2C(C2:C:C:C:C:C:2)=[N+]([O-])C1,2
[*]OC1:C:C:C:C2:C:C:C:C:C:1:2,8
[*]C1:C:C:C:C2:C:C:C:C:C:1:2,44
[*][C@H]([*])CCNC,2
[*]O[C@H]([*])CCNC,2
[*]C(C)N,2
[*]C(=O)[C@@H](O)CCN,6
[*][C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,10
[*][C@H]1O[C@H](CN)[C@@H](O)[C@H](O)[C@H]1O,5
[*]O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,10
[*]O[C@H]1O[C@H](CN)[C@@H](O)[C@H](O)[C@H]1O,5
[*]O[C@@H]1[C@@H](O)[C@H](O[*])[C@@H](N)C[C@H]1N[*],6
[*]O[C@@H]1[C@@H](O)[C@H]([*])[C@@H](N)C[C@H]1N[*],6
[*]O[C@@H]1[C@@H](N)C[C@@H](N[*])[C@H]([*])[C@H]1O,6
[*]N[C@@H]1C[C@H](N)[C@@H]([*])[C@H](O)[C@H]1[*],6
[*]C1CCC(=O)NC1=O,5
[*]N1CC2:C(N):C:C:C:C:2C1=O,1
[*]CCN1CCCCC1,11
[*]OC1:C:C:C(C([*])=O):C:C:1,7
[*]C(=O)C1:C:C:C([*]):C:C:1,12
[*]C(=O)C1:C([*]):S:C2:C:C(O):C:C:C:1:2,2
[*]C1:S:C2:C:C(O):C:C:C:2:C:1[*],5
[*]C1:C:C:C(S(N)(=O)=O):C:C:1,35
[*]N1:N:C([*]):C:C:1[*],14
[*]CC[N+](CC)(CC)CC,1
[*]OC1:C:C:C:C(O[*]):C:1O[*],2
[*]OC1:C:C:C:C([*]):C:1O[*],3
[*]OC1:C([*]):C:C:C:C:1[*],2
[*]OC1:C:C:C:C(O[*]):C:1[*],3
[*]OC1:C:C:C:C([*]):C:1[*],3
[*]C1:C:C:C:C([*]):C:1[*],6
[*][N+](CC)(CC)CC,1
[*]NC1=NCCN1,10
[*]C1:C:C:C2:N:C:C:N:C:2:C:1Br,1
[*]C1:C(Cl):C:C:C:C:1Cl,23
[*]C(C)(C)CCCCCC,5
[*]C1:C:C(O):C2:C(:C:1)OC(C)(C)[C@@H]1CCC(=O)C[C@@H]21,2
[*]C1:C:C2:C(:C:C:1F):C(=O):C([*]):C:N:2CC,2
[*]C1:N:C([*]):N:C([*]):N:1,7
[*]CC([*])O,32
[*]CCCC[*],24
[*]N1C(=O)CC2(CCCC2)CC1=O,2
[*]O[C@@H]([*])C(C)C,2
[*]N1C[C@H](C2CCCCC2)C[C@H]1[*],2
[*]C(=O)C[P@@](=O)(CCCC[*])O[*],1
[*]C(=O)C([*])C#N,12
[*]CC1:C:C(O):C(O):C([N+](=O)[O-]):C:1,2
[*]N1:C:C(C):C(=O):[NH]:C:1=O,33
[*][C@H]1C[C@H](N=[N+]=[N-])[C@@H](CO)O1,1
[*]CCC1:C:C:C2:C(:C:1)CCO2,2
[*]N1CC[C@@H]([*])C1,9
[*]C([*])([*])C(N)=O,3
COC1:C:C:C2:C3:C:1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,2
[*]C1C(=O)C2:C:C:C:C:C:2C1=O,7
[*]C(=O)C(C)C,18
[*]NC1:C:C:C([N+](=O)[O-]):C([*]):C:1,6
[*]C1:C:C:C([*]):N:1C,1
[*]C(=O)C1:C:C:C([*]):N:1C,1
[*]N/C(=N\C#N)NC,2
[*]CC1:N:C:[NH]:C:1C,3
[*]SCC1:N:C:[NH]:C:1C,3
[*]CCN/C(=N\C#N)NC,2
[*]CCS[*],16
[*]N1CCC([*])(O)CC1,8
[*]OCC1:C:N:C:S:1,3
[*]C(=O)[C@@H](N[*])C(C)C,52
[*]CC1:C:N:C:S:1,3
[*]C(=O)N([*])C,15
[*]C(=O)[C@@H]([*])C(C)C,10
[*]N(C)C[*],24
[*]CC1:C:S:C([*]):N:1,6
[*]N[C@@H](C[*])C[C@H](O)[C@H](C[*])N[*],3
[*][C@@H](C[*])[C@@H](O)C[C@H](C[*])N[*],2
[*]N1CC[C@]23CCCC[C@H]2[C@H]1CC1:C:C:C(O):C:C:13,1
[*]NC1:N:C:C([N+](=O)[O-]):S:1,4
[*]C(=O)C1:C:C:C:C:C:1O[*],8
[*]C[C@@H](N)C(=O)O,8
[*]O[C@H]1C[C@H]([*])O[C@H](C)[C@H]1O,2
[*]O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@@H](C5=CC(=O)OC5)CC[C@]4(O)[C@@H]3CC[C@@H]2C1,3
[*]O[C@H]1C[C@H](O[*])O[C@H](C)[C@H]1O,2
[*][C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@@H](C5=CC(=O)OC5)CC[C@]4(O)[C@@H]3CC[C@@H]2C1,3
[*]C(=O)[C@@H](CC(C)C)NC,5
